race_id,race_date,track,race_no,race_type,first_candidates,second_candidates,third_candidates,actual_1st,actual_2nd,actual_3rd,hit_1st,hit_2nd,hit_3rd,complete_capture,candidate_cells
3620240221020007,2024-02-22,小田原競輪,7,Ｓ級一般,3,1-2-3,3-5-7,3,2,5,1,1,1,1,7
3620240221020008,2024-02-22,小田原競輪,8,Ｓ級選抜,2,2-3-5,2-3-5-7,1,6,2,0,0,1,0,8
3620240221020009,2024-02-22,小田原競輪,9,Ｓ級選抜,2,2-3-5,1-4-5-7,6,2,3,0,1,0,0,8
3620240221020010,2024-02-22,小田原競輪,10,Ｓ級準決勝,1-2,1-2-7,1-2-5-6,2,4,3,1,0,0,0,9
3620240221020011,2024-02-22,小田原競輪,11,Ｓ級準決勝,2-4,2-4,1-3-4-7,2,4,7,1,1,1,1,8
3620240221020012,2024-02-22,小田原競輪,12,Ｓ級準決勝,1-2,2-4,1-4-6-7,1,7,2,1,0,0,0,8
3620240221030005,2024-02-23,小田原競輪,5,Ｓ級一般,2-3,2-4-7,1-4-5,2,5,1,1,0,1,0,8
3620240221030006,2024-02-23,小田原競輪,6,Ｓ級一般,1-4,1-2,1-2-3-4,7,1,6,0,1,0,0,8
3620240221030007,2024-02-23,小田原競輪,7,Ｓ級一般,1,1-7,3-4-7,1,7,4,1,1,1,1,6
3620240221030008,2024-02-23,小田原競輪,8,Ｓ級特選,4,3-4-5,2-5-7,6,2,5,0,0,1,0,7
3620240221030009,2024-02-23,小田原競輪,9,Ｓ級特選,2,1-3-5,1-3-7,3,6,2,0,0,0,0,7
3620240221030010,2024-02-23,小田原競輪,10,Ｓ級特選,1-4,1-7,4-6-7,4,1,3,1,1,0,0,7
3620240221030012,2024-02-23,小田原競輪,12,Ｓ級決勝,3,2-3,3-4-5-6,3,6,1,1,0,0,0,7
7520240223010008,2024-02-23,松山競輪,8,Ｓ級予選,1-3,1-3,1-2-4-7,3,7,4,1,0,1,0,8
7520240223010009,2024-02-23,松山競輪,9,Ｓ級予選,2,2-3,1-2-3-7,1,3,4,0,1,0,0,7
7520240223010010,2024-02-23,松山競輪,10,Ｓ級予選,1,1-4-7,1-4-5-7,5,4,1,0,1,1,0,8
7520240223010011,2024-02-23,松山競輪,11,Ｓ級予選,3,1-4,3-5-7,5,3,4,0,0,0,0,6
7520240223010012,2024-02-23,松山競輪,12,Ｓ級初日特選,1,1-3-6,1-3-5-7,3,6,1,0,1,1,0,8
7520240223020009,2024-02-24,松山競輪,9,Ｓ級一般,3,5-7,2-3-5-6,3,7,2,1,1,1,1,7
7520240223020010,2024-02-24,松山競輪,10,Ｓ級準決勝,1-3,1-5-7,3-6-7,1,5,7,1,1,1,1,8
7520240223020011,2024-02-24,松山競輪,11,Ｓ級準決勝,1-7,1-3-4,1-3-5-6,1,4,3,1,1,1,1,9
7520240223020012,2024-02-24,松山競輪,12,Ｓ級準決勝,4,1-7,1-4-6-7,1,4,7,0,0,1,0,7
8320240225010006,2024-02-25,久留米競輪,6,Ｓ級予選,3-7,2-4-7,1-2-4-7,5,1,6,0,0,0,0,9
8320240225010007,2024-02-25,久留米競輪,7,Ｓ級予選,5,2-5,1-2-3,1,2,4,0,1,0,0,6
8320240225010008,2024-02-25,久留米競輪,8,Ｓ級予選,3,3-5,2-5-7,4,6,1,0,0,0,0,6
8320240225010009,2024-02-25,久留米競輪,9,Ｓ級予選,1-2,1-2,1-3-7,1,7,2,1,0,0,0,7
8320240225010010,2024-02-25,久留米競輪,10,Ｓ級予選,5,1-4-7,1-3-7,5,1,4,1,1,0,0,7
8320240225010011,2024-02-25,久留米競輪,11,Ｓ級予選,1,1-5,4-5-7,1,4,5,1,0,1,0,6
8320240225010012,2024-02-25,久留米競輪,12,Ｓ級初特選,1-2,1-3,1-3-5-7,5,3,1,0,1,1,0,8
4320240225010006,2024-02-25,岐阜競輪,6,Ｓ級予選,3,1-3,2-3-6-7,4,2,1,0,0,0,0,7
4320240225010007,2024-02-25,岐阜競輪,7,Ｓ級予選,2,2-7,2-3-4-7,7,2,4,0,1,1,0,7
4320240225010008,2024-02-25,岐阜競輪,8,Ｓ級予選,1-2,1-2-3,2-5-7,5,6,1,0,0,0,0,8
4320240225010009,2024-02-25,岐阜競輪,9,Ｓ級予選,1,3-5-7,1-2-3-7,1,7,5,1,1,0,0,8
4320240225010010,2024-02-25,岐阜競輪,10,Ｓ級予選,2,2-7,1-5-7,2,4,6,1,0,0,0,6
4320240225010011,2024-02-25,岐阜競輪,11,Ｓ級予選,1-5,1-5,1-2-4-7,5,7,4,1,0,1,0,8
4320240225010012,2024-02-25,岐阜競輪,12,Ｓ級初特選,3,3-4-5,1-2-5-6,1,7,5,0,0,1,0,8
7520240223030008,2024-02-25,松山競輪,8,Ｓ級特選,1,1-2-3,1-2-5-6,3,7,5,0,0,1,0,8
7520240223030009,2024-02-25,松山競輪,9,Ｓ級特選,3,4-5,2-4-5,7,2,3,0,0,0,0,6
7520240223030012,2024-02-25,松山競輪,12,Ｓ級決勝,1,1-4,1-3-4-5,3,7,1,0,0,1,0,7
